"_id","date","close","high","low","timestamp"
"ObjectId(""65d23fdb2ccc09d71cc01aa4"")","2024-02-18T18:35:23.082Z",48278.05,48278.05,48278.05,"2024-02-18T18:35:23.082Z"
"ObjectId(""65d23fdc2ccc09d71cc01aa6"")","2024-02-18T18:35:24.083Z",48278.05,48278.05,48278.05,"2024-02-18T18:35:24.083Z"
"ObjectId(""65d23fdd2ccc09d71cc01aa8"")","2024-02-18T18:35:25.151Z",48278.05,48278.05,48278.05,"2024-02-18T18:35:25.151Z"
"ObjectId(""65d23fde2ccc09d71cc01aaa"")","2024-02-18T18:35:26.177Z",48278.05,48278.05,48278.05,"2024-02-18T18:35:26.177Z"
"ObjectId(""65d23fdf2ccc09d71cc01aac"")","2024-02-18T18:35:27.081Z",48273.7,48273.7,48273.7,"2024-02-18T18:35:27.082Z"
"ObjectId(""65d23fe02ccc09d71cc01aae"")","2024-02-18T18:35:28.123Z",48273.7,48273.7,48273.7,"2024-02-18T18:35:28.124Z"
"ObjectId(""65d23fe12ccc09d71cc01ab0"")","2024-02-18T18:35:29.146Z",48273.7,48273.7,48273.7,"2024-02-18T18:35:29.146Z"
"ObjectId(""65d23fe22ccc09d71cc01ab2"")","2024-02-18T18:35:30.194Z",48277.86,48277.86,48277.86,"2024-02-18T18:35:30.198Z"
"ObjectId(""65d23fe32ccc09d71cc01ab4"")","2024-02-18T18:35:31.094Z",48277.86,48277.86,48277.86,"2024-02-18T18:35:31.094Z"
"ObjectId(""65d23fe42ccc09d71cc01ab6"")","2024-02-18T18:35:32.116Z",48277.86,48277.86,48277.86,"2024-02-18T18:35:32.116Z"
"ObjectId(""65d23fe52ccc09d71cc01ab8"")","2024-02-18T18:35:33.140Z",48277.86,48277.86,48277.86,"2024-02-18T18:35:33.141Z"
"ObjectId(""65d23fe62ccc09d71cc01aba"")","2024-02-18T18:35:34.164Z",48277.86,48277.86,48277.86,"2024-02-18T18:35:34.164Z"
"ObjectId(""65d23fe72ccc09d71cc01abc"")","2024-02-18T18:35:35.082Z",48277.86,48277.86,48277.86,"2024-02-18T18:35:35.082Z"
"ObjectId(""65d23fe82ccc09d71cc01abe"")","2024-02-18T18:35:36.109Z",48277.86,48277.86,48277.86,"2024-02-18T18:35:36.109Z"
"ObjectId(""65d23fe92ccc09d71cc01ac0"")","2024-02-18T18:35:37.133Z",48274.55,48274.55,48274.55,"2024-02-18T18:35:37.133Z"
"ObjectId(""65d23fea2ccc09d71cc01ac2"")","2024-02-18T18:35:38.081Z",48274.55,48274.55,48274.55,"2024-02-18T18:35:38.082Z"
"ObjectId(""65d23feb2ccc09d71cc01ac4"")","2024-02-18T18:35:39.191Z",48274.55,48274.55,48274.55,"2024-02-18T18:35:39.192Z"
"ObjectId(""65d23fec2ccc09d71cc01ac6"")","2024-02-18T18:35:40.110Z",48274.4,48274.4,48274.4,"2024-02-18T18:35:40.111Z"
"ObjectId(""65d23fed2ccc09d71cc01ac8"")","2024-02-18T18:35:41.081Z",48274.4,48274.4,48274.4,"2024-02-18T18:35:41.081Z"
"ObjectId(""65d23fee2ccc09d71cc01aca"")","2024-02-18T18:35:42.152Z",48274.38,48274.38,48274.38,"2024-02-18T18:35:42.152Z"
"ObjectId(""65d23fef2ccc09d71cc01acc"")","2024-02-18T18:35:43.175Z",48274.38,48274.38,48274.38,"2024-02-18T18:35:43.176Z"
"ObjectId(""65d23ff02ccc09d71cc01ace"")","2024-02-18T18:35:44.096Z",48274.38,48274.38,48274.38,"2024-02-18T18:35:44.099Z"
"ObjectId(""65d23ff12ccc09d71cc01ad0"")","2024-02-18T18:35:45.120Z",48274.38,48274.38,48274.38,"2024-02-18T18:35:45.122Z"
"ObjectId(""65d23ff22ccc09d71cc01ad2"")","2024-02-18T18:35:46.145Z",48274.59,48274.59,48274.54,"2024-02-18T18:35:46.147Z"
"ObjectId(""65d23ff32ccc09d71cc01ad4"")","2024-02-18T18:35:47.081Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:47.082Z"
"ObjectId(""65d23ff42ccc09d71cc01ad6"")","2024-02-18T18:35:48.080Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:48.081Z"
"ObjectId(""65d23ff52ccc09d71cc01ad8"")","2024-02-18T18:35:49.082Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:49.085Z"
"ObjectId(""65d23ff62ccc09d71cc01ada"")","2024-02-18T18:35:50.138Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:50.138Z"
"ObjectId(""65d23ff72ccc09d71cc01adc"")","2024-02-18T18:35:51.162Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:51.164Z"
"ObjectId(""65d23ff82ccc09d71cc01ade"")","2024-02-18T18:35:52.292Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:52.293Z"
"ObjectId(""65d23ff92ccc09d71cc01ae0"")","2024-02-18T18:35:53.109Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:53.111Z"
"ObjectId(""65d23ffa2ccc09d71cc01ae2"")","2024-02-18T18:35:54.235Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:54.237Z"
"ObjectId(""65d23ffb2ccc09d71cc01ae4"")","2024-02-18T18:35:55.157Z",48274.59,48274.59,48274.59,"2024-02-18T18:35:55.160Z"
"ObjectId(""65d23ffc2ccc09d71cc01ae6"")","2024-02-18T18:35:56.185Z",48280,48280,48280,"2024-02-18T18:35:56.185Z"
"ObjectId(""65d23ffd2ccc09d71cc01ae8"")","2024-02-18T18:35:57.102Z",48279.99,48279.99,48279.99,"2024-02-18T18:35:57.104Z"
"ObjectId(""65d23ffe2ccc09d71cc01aea"")","2024-02-18T18:35:58.229Z",48279.99,48279.99,48279.99,"2024-02-18T18:35:58.230Z"
"ObjectId(""65d23fff2ccc09d71cc01aec"")","2024-02-18T18:35:59.082Z",48278.63,48278.63,48278.63,"2024-02-18T18:35:59.083Z"
"ObjectId(""65d240002ccc09d71cc01aee"")","2024-02-18T18:36:00.174Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:00.179Z"
"ObjectId(""65d240012ccc09d71cc01af0"")","2024-02-18T18:36:01.096Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:01.097Z"
"ObjectId(""65d240022ccc09d71cc01af2"")","2024-02-18T18:36:02.119Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:02.121Z"
"ObjectId(""65d240032ccc09d71cc01af4"")","2024-02-18T18:36:03.143Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:03.144Z"
"ObjectId(""65d240042ccc09d71cc01af6"")","2024-02-18T18:36:04.168Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:04.172Z"
"ObjectId(""65d240052ccc09d71cc01af8"")","2024-02-18T18:36:05.089Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:05.091Z"
"ObjectId(""65d240062ccc09d71cc01afa"")","2024-02-18T18:36:06.113Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:06.116Z"
"ObjectId(""65d240072ccc09d71cc01afc"")","2024-02-18T18:36:07.081Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:07.083Z"
"ObjectId(""65d240082ccc09d71cc01afe"")","2024-02-18T18:36:08.264Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:08.267Z"
"ObjectId(""65d240092ccc09d71cc01b00"")","2024-02-18T18:36:09.286Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:09.287Z"
"ObjectId(""65d2400a2ccc09d71cc01b02"")","2024-02-18T18:36:10.111Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:10.113Z"
"ObjectId(""65d2400b2ccc09d71cc01b04"")","2024-02-18T18:36:11.134Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:11.135Z"
"ObjectId(""65d2400c2ccc09d71cc01b06"")","2024-02-18T18:36:12.079Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:12.082Z"
"ObjectId(""65d2400d2ccc09d71cc01b08"")","2024-02-18T18:36:13.179Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:13.181Z"
"ObjectId(""65d2400e2ccc09d71cc01b0a"")","2024-02-18T18:36:14.099Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:14.100Z"
"ObjectId(""65d2400f2ccc09d71cc01b0c"")","2024-02-18T18:36:15.086Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:15.087Z"
"ObjectId(""65d240102ccc09d71cc01b0e"")","2024-02-18T18:36:16.147Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:16.150Z"
"ObjectId(""65d240112ccc09d71cc01b10"")","2024-02-18T18:36:17.282Z",48278.63,48278.63,48278.63,"2024-02-18T18:36:17.283Z"
"ObjectId(""65d240122ccc09d71cc01b12"")","2024-02-18T18:36:18.093Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:18.093Z"
"ObjectId(""65d240132ccc09d71cc01b14"")","2024-02-18T18:36:19.080Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:19.084Z"
"ObjectId(""65d240142ccc09d71cc01b16"")","2024-02-18T18:36:20.080Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:20.083Z"
"ObjectId(""65d240152ccc09d71cc01b18"")","2024-02-18T18:36:21.192Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:21.196Z"
"ObjectId(""65d240162ccc09d71cc01b1a"")","2024-02-18T18:36:22.079Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:22.082Z"
"ObjectId(""65d240172ccc09d71cc01b1c"")","2024-02-18T18:36:23.080Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:23.082Z"
"ObjectId(""65d240182ccc09d71cc01b1e"")","2024-02-18T18:36:24.079Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:24.085Z"
"ObjectId(""65d240192ccc09d71cc01b20"")","2024-02-18T18:36:25.158Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:25.161Z"
"ObjectId(""65d2401a2ccc09d71cc01b22"")","2024-02-18T18:36:26.086Z",48278.64,48278.64,48278.64,"2024-02-18T18:36:26.088Z"
"ObjectId(""65d2401b2ccc09d71cc01b24"")","2024-02-18T18:36:27.106Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:27.107Z"
"ObjectId(""65d2401c2ccc09d71cc01b26"")","2024-02-18T18:36:28.132Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:28.135Z"
"ObjectId(""65d2401d2ccc09d71cc01b28"")","2024-02-18T18:36:29.156Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:29.157Z"
"ObjectId(""65d2401e2ccc09d71cc01b2a"")","2024-02-18T18:36:30.176Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:30.177Z"
"ObjectId(""65d2401f2ccc09d71cc01b2c"")","2024-02-18T18:36:31.100Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:31.106Z"
"ObjectId(""65d240202ccc09d71cc01b2e"")","2024-02-18T18:36:32.080Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:32.081Z"
"ObjectId(""65d240212ccc09d71cc01b30"")","2024-02-18T18:36:33.149Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:33.150Z"
"ObjectId(""65d240222ccc09d71cc01b32"")","2024-02-18T18:36:34.171Z",48280,48280,48280,"2024-02-18T18:36:34.173Z"
"ObjectId(""65d240232ccc09d71cc01b34"")","2024-02-18T18:36:35.097Z",48280,48280,48280,"2024-02-18T18:36:35.101Z"
"ObjectId(""65d240242ccc09d71cc01b36"")","2024-02-18T18:36:36.119Z",48280,48280,48280,"2024-02-18T18:36:36.122Z"
"ObjectId(""65d240252ccc09d71cc01b38"")","2024-02-18T18:36:37.142Z",48280,48280,48280,"2024-02-18T18:36:37.147Z"
"ObjectId(""65d240262ccc09d71cc01b3a"")","2024-02-18T18:36:38.178Z",48280,48280,48280,"2024-02-18T18:36:38.182Z"
"ObjectId(""65d240272ccc09d71cc01b3c"")","2024-02-18T18:36:39.190Z",48280,48280,48280,"2024-02-18T18:36:39.192Z"
"ObjectId(""65d240282ccc09d71cc01b3e"")","2024-02-18T18:36:40.111Z",48280,48280,48280,"2024-02-18T18:36:40.115Z"
"ObjectId(""65d240292ccc09d71cc01b40"")","2024-02-18T18:36:41.134Z",48280,48280,48280,"2024-02-18T18:36:41.134Z"
"ObjectId(""65d2402a2ccc09d71cc01b42"")","2024-02-18T18:36:42.157Z",48280,48280,48280,"2024-02-18T18:36:42.158Z"
"ObjectId(""65d2402b2ccc09d71cc01b44"")","2024-02-18T18:36:43.184Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:43.185Z"
"ObjectId(""65d2402c2ccc09d71cc01b46"")","2024-02-18T18:36:44.083Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:44.084Z"
"ObjectId(""65d2402d2ccc09d71cc01b48"")","2024-02-18T18:36:45.081Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:45.084Z"
"ObjectId(""65d2402e2ccc09d71cc01b4a"")","2024-02-18T18:36:46.087Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:46.090Z"
"ObjectId(""65d2402f2ccc09d71cc01b4c"")","2024-02-18T18:36:47.175Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:47.178Z"
"ObjectId(""65d240302ccc09d71cc01b4e"")","2024-02-18T18:36:48.097Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:48.100Z"
"ObjectId(""65d240312ccc09d71cc01b50"")","2024-02-18T18:36:49.080Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:49.081Z"
"ObjectId(""65d240322ccc09d71cc01b52"")","2024-02-18T18:36:50.080Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:50.083Z"
"ObjectId(""65d240332ccc09d71cc01b54"")","2024-02-18T18:36:51.168Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:51.168Z"
"ObjectId(""65d240342ccc09d71cc01b56"")","2024-02-18T18:36:52.079Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:52.080Z"
"ObjectId(""65d240352ccc09d71cc01b58"")","2024-02-18T18:36:53.115Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:53.116Z"
"ObjectId(""65d240362ccc09d71cc01b5a"")","2024-02-18T18:36:54.137Z",48279.99,48279.99,48279.99,"2024-02-18T18:36:54.137Z"
"ObjectId(""65d240372ccc09d71cc01b5c"")","2024-02-18T18:36:55.161Z",48280,48280,48280,"2024-02-18T18:36:55.161Z"
"ObjectId(""65d240382ccc09d71cc01b5e"")","2024-02-18T18:36:56.186Z",48280,48280,48280,"2024-02-18T18:36:56.187Z"
"ObjectId(""65d240392ccc09d71cc01b60"")","2024-02-18T18:36:57.108Z",48280,48280,48280,"2024-02-18T18:36:57.110Z"
"ObjectId(""65d2403a2ccc09d71cc01b62"")","2024-02-18T18:36:58.131Z",48286.09,48286.09,48286.09,"2024-02-18T18:36:58.132Z"
"ObjectId(""65d2403b2ccc09d71cc01b64"")","2024-02-18T18:36:59.260Z",48286.09,48286.09,48286.09,"2024-02-18T18:36:59.265Z"
"ObjectId(""65d2403c2ccc09d71cc01b66"")","2024-02-18T18:37:00.079Z",48286.09,48286.09,48286.09,"2024-02-18T18:37:00.080Z"
"ObjectId(""65d2403d2ccc09d71cc01b68"")","2024-02-18T18:37:01.111Z",48286.09,48286.09,48286.09,"2024-02-18T18:37:01.112Z"
"ObjectId(""65d2403e2ccc09d71cc01b6a"")","2024-02-18T18:37:02.130Z",48290.74,48290.74,48290.74,"2024-02-18T18:37:02.134Z"
"ObjectId(""65d2403f2ccc09d71cc01b6c"")","2024-02-18T18:37:03.151Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:03.154Z"
"ObjectId(""65d240402ccc09d71cc01b6e"")","2024-02-18T18:37:04.174Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:04.178Z"
"ObjectId(""65d240412ccc09d71cc01b70"")","2024-02-18T18:37:05.097Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:05.102Z"
"ObjectId(""65d240422ccc09d71cc01b72"")","2024-02-18T18:37:06.120Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:06.120Z"
"ObjectId(""65d240432ccc09d71cc01b74"")","2024-02-18T18:37:07.080Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:07.081Z"
"ObjectId(""65d240442ccc09d71cc01b76"")","2024-02-18T18:37:08.169Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:08.172Z"
"ObjectId(""65d240452ccc09d71cc01b78"")","2024-02-18T18:37:09.193Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:09.196Z"
"ObjectId(""65d240462ccc09d71cc01b7a"")","2024-02-18T18:37:10.078Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:10.079Z"
"ObjectId(""65d240472ccc09d71cc01b7c"")","2024-02-18T18:37:11.136Z",48294.05,48294.05,48294.05,"2024-02-18T18:37:11.137Z"
